,area_type,total_sqft,bathroom,balcony,price,site_location,BHK
406,Built-up  Area,1440.0,2.0,2,98.0,Balaji Nagar,2.0
407,Super built-up  Area,1297.0,2.0,2,103.0,Balaji Nagar,2.0
408,Plot  Area,1200.0,3.0,1,72.0,Balaji Nagar,2.0
409,Super built-up  Area,1240.0,2.0,1,44.0,Balaji Nagar,2.0
410,Super built-up  Area,1238.0,2.0,3,55.0,Balaji Nagar,2.0
411,Super built-up  Area,983.0,2.0,1,50.6,Balaji Nagar,2.0
412,Super built-up  Area,1107.0,2.0,2,38.0,Balaji Nagar,2.0
413,Built-up  Area,1156.0,2.0,2,49.5,Balaji Nagar,2.0
414,Super built-up  Area,995.0,2.0,1,38.0,Balaji Nagar,2.0
415,Super built-up  Area,1128.0,2.0,1,65.5,Balaji Nagar,2.0
416,Super built-up  Area,1355.0,2.0,3,75.0,Balaji Nagar,2.0
417,Super built-up  Area,990.0,2.0,1,40.0,Balaji Nagar,2.0
418,Super built-up  Area,1041.0,2.0,1,38.0,Balaji Nagar,2.0
419,Super built-up  Area,1246.0,2.0,1,62.3,Balaji Nagar,2.0
420,Super built-up  Area,1100.0,2.0,3,62.0,Balaji Nagar,2.0
421,Super built-up  Area,1020.0,2.0,2,38.0,Balaji Nagar,2.0
422,Super built-up  Area,1303.0,2.0,1,55.79,Balaji Nagar,2.0
423,Super built-up  Area,1519.0,2.0,3,65.0,Balaji Nagar,2.0
424,Built-up  Area,900.0,2.0,1,38.0,Balaji Nagar,2.0
425,Super built-up  Area,1200.0,2.0,0,90.0,Balaji Nagar,2.0
426,Super built-up  Area,1185.0,2.0,2,41.0,Balaji Nagar,2.0
427,Super built-up  Area,907.0,2.0,2,38.0,Balaji Nagar,2.0
428,Super built-up  Area,1369.1,2.0,1,98.0,Balaji Nagar,2.0
429,Super built-up  Area,1109.0,2.0,1,38.0,Balaji Nagar,2.0
430,Built-up  Area,1180.0,2.0,2,52.0,Balaji Nagar,2.0
431,Built-up  Area,900.0,2.0,1,80.0,Balaji Nagar,2.0
432,Super built-up  Area,1375.0,2.0,1,78.0,Balaji Nagar,2.0
433,Super built-up  Area,1280.0,2.0,2,60.16,Balaji Nagar,2.0
434,Built-up  Area,900.0,1.0,1,38.0,Balaji Nagar,2.0
435,Super built-up  Area,1205.0,2.0,1,63.86,Balaji Nagar,2.0
436,Super built-up  Area,1140.0,2.0,1,48.7,Balaji Nagar,2.0
437,Super built-up  Area,900.0,2.0,1,42.0,Balaji Nagar,2.0
438,Super built-up  Area,1044.0,2.0,2,38.0,Balaji Nagar,2.0
439,Super built-up  Area,1009.0,2.0,1,38.0,Balaji Nagar,2.0
440,Super built-up  Area,1180.0,2.0,1,71.22,Balaji Nagar,2.0
441,Super built-up  Area,1046.0,2.0,1,60.0,Balaji Nagar,2.0
442,Super built-up  Area,1125.0,2.0,1,54.8,Balaji Nagar,2.0
443,Built-up  Area,1116.0,2.0,1,47.0,Balaji Nagar,2.0
444,Super built-up  Area,1300.0,2.0,2,66.0,Balaji Nagar,2.0
445,Super built-up  Area,1282.0,2.0,1,72.0,Balaji Nagar,2.0
446,Super built-up  Area,1276.0,2.0,2,80.0,Balaji Nagar,2.0
447,Super built-up  Area,900.0,1.0,1,38.0,Balaji Nagar,2.0
448,Super built-up  Area,1320.0,2.0,1,50.0,Balaji Nagar,2.0
449,Super built-up  Area,1171.0,2.0,2,73.0,Balaji Nagar,2.0
450,Super built-up  Area,900.0,2.0,1,42.0,Balaji Nagar,2.0
451,Built-up  Area,1000.0,2.0,1,38.0,Balaji Nagar,2.0
452,Built-up  Area,900.0,2.0,1,145.0,Balaji Nagar,2.0
453,Super built-up  Area,1050.0,2.0,2,38.0,Balaji Nagar,2.0
454,Built-up  Area,1310.0,2.0,2,53.0,Balaji Nagar,2.0
455,Built-up  Area,1783.0,3.0,1,115.0,Balaji Nagar,3.0
456,Super built-up  Area,1725.0,3.0,3,200.0,Balaji Nagar,3.0
457,Super built-up  Area,1937.0,3.0,2,160.0,Balaji Nagar,3.0
458,Plot  Area,900.0,3.0,2,72.5,Balaji Nagar,3.0
459,Super built-up  Area,1846.0,3.0,2,140.0,Balaji Nagar,3.0
460,Super built-up  Area,2045.0,4.0,3,154.0,Balaji Nagar,3.0
461,Super built-up  Area,1583.0,3.0,3,105.0,Balaji Nagar,3.0
462,Super built-up  Area,1800.0,3.0,1,110.0,Balaji Nagar,3.0
463,Built-up  Area,1700.0,2.0,3,100.0,Balaji Nagar,3.0
464,Super built-up  Area,1493.0,3.0,2,82.0,Balaji Nagar,3.0
465,Super built-up  Area,1697.0,3.0,2,115.0,Balaji Nagar,3.0
466,Super built-up  Area,1350.0,2.0,1,87.01,Balaji Nagar,3.0
467,Super built-up  Area,1650.0,3.0,3,100.0,Balaji Nagar,3.0
468,Super built-up  Area,2408.5,4.0,3,220.0,Balaji Nagar,3.0
469,Super built-up  Area,1532.0,3.0,2,83.0,Balaji Nagar,3.0
470,Super built-up  Area,1656.0,3.0,2,150.0,Balaji Nagar,3.0
471,Super built-up  Area,2408.5,3.0,1,220.0,Balaji Nagar,3.0
472,Super built-up  Area,1917.0,4.0,2,100.0,Balaji Nagar,3.0
473,Plot  Area,1200.0,2.0,0,66.0,Balaji Nagar,3.0
474,Super built-up  Area,1800.0,2.0,2,220.0,Balaji Nagar,3.0
475,Plot  Area,1200.0,3.0,1,150.0,Balaji Nagar,3.0
476,Super built-up  Area,2010.0,3.0,3,125.0,Balaji Nagar,3.0
477,Super built-up  Area,1450.0,3.0,2,75.0,Balaji Nagar,3.0
478,Super built-up  Area,1536.0,3.0,1,104.0,Balaji Nagar,3.0
479,Super built-up  Area,2215.0,4.0,2,150.0,Balaji Nagar,3.0
480,Super built-up  Area,2408.5,3.0,2,170.0,Balaji Nagar,3.0
481,Super built-up  Area,2408.5,3.0,3,220.0,Balaji Nagar,3.0
482,Plot  Area,2408.5,3.0,2,220.0,Balaji Nagar,3.0
483,Super built-up  Area,1717.0,3.0,2,110.0,Balaji Nagar,3.0
484,Super built-up  Area,1300.0,3.0,1,69.0,Balaji Nagar,3.0
485,Super built-up  Area,1645.0,3.0,2,87.0,Balaji Nagar,3.0
486,Super built-up  Area,1660.0,3.0,2,104.0,Balaji Nagar,3.0
487,Plot  Area,1875.0,2.0,1,110.0,Balaji Nagar,3.0
488,Super built-up  Area,2240.0,3.0,2,220.0,Balaji Nagar,3.0
489,Super built-up  Area,1938.0,3.0,3,113.0,Balaji Nagar,3.0
490,Built-up  Area,1745.0,3.0,2,130.0,Balaji Nagar,3.0
491,Super built-up  Area,1584.0,3.0,2,101.0,Balaji Nagar,3.0
492,Super built-up  Area,1500.0,3.0,2,85.0,Balaji Nagar,3.0
493,Super built-up  Area,2408.5,4.0,3,220.0,Balaji Nagar,4.0
494,Super built-up  Area,2408.5,4.0,1,220.0,Balaji Nagar,4.0
495,Super built-up  Area,2408.5,5.0,2,190.0,Balaji Nagar,4.0
496,Super built-up  Area,2408.5,4.0,0,220.0,Balaji Nagar,4.0
497,Plot  Area,2408.5,5.0,1,220.0,Balaji Nagar,4.0
498,Built-up  Area,2408.5,4.0,2,220.0,Balaji Nagar,4.0
500,Super built-up  Area,2408.5,2.0,3,220.0,Balaji Nagar,4.0
501,Built-up  Area,2408.5,4.0,1,220.0,Balaji Nagar,4.0
502,Plot  Area,1200.0,5.0,2,220.0,Balaji Nagar,4.0
504,Plot  Area,2408.5,4.0,2,220.0,Balaji Nagar,4.0
505,Plot  Area,2408.5,4.0,1,220.0,Balaji Nagar,4.0
508,Super built-up  Area,2408.5,2.0,3,150.0,Balaji Nagar,6.0
511,Super built-up  Area,900.0,1.0,2,46.0,Baner,1.0
512,Super built-up  Area,900.0,1.0,1,38.0,Baner,1.0
513,Super built-up  Area,900.0,1.0,2,38.0,Baner,1.0
514,Super built-up  Area,900.0,1.0,0,38.0,Baner,1.0
515,Built-up  Area,900.0,1.0,0,38.0,Baner,1.0
516,Super built-up  Area,1005.0,2.0,1,50.0,Baner,2.0
517,Super built-up  Area,1145.0,2.0,2,45.79,Baner,2.0
518,Built-up  Area,1105.0,2.0,2,58.0,Baner,2.0
519,Built-up  Area,1345.0,2.0,1,67.0,Baner,2.0
520,Super built-up  Area,1128.0,2.0,1,65.49,Baner,2.0
521,Super built-up  Area,1079.0,2.0,1,38.0,Baner,2.0
522,Super built-up  Area,1269.72,2.0,2,68.0,Baner,2.0
523,Built-up  Area,1100.0,2.0,0,106.0,Baner,2.0
524,Super built-up  Area,1101.0,2.0,2,65.0,Baner,2.0
525,Super built-up  Area,1063.0,2.0,2,42.0,Baner,2.0
526,Super built-up  Area,1311.0,2.0,1,78.0,Baner,2.0
527,Super built-up  Area,1098.0,2.0,1,43.91,Baner,2.0
528,Super built-up  Area,1247.0,2.0,1,59.8,Baner,2.0
529,Super built-up  Area,1118.0,2.0,0,38.0,Baner,2.0
530,Super built-up  Area,900.0,2.0,2,38.0,Baner,2.0
531,Built-up  Area,1150.0,2.0,2,65.0,Baner,2.0
532,Super built-up  Area,1016.0,2.0,1,45.0,Baner,2.0
533,Super built-up  Area,1045.0,2.0,1,38.0,Baner,2.0
534,Super built-up  Area,985.0,2.0,1,49.0,Baner,2.0
535,Super built-up  Area,1326.0,2.0,2,57.0,Baner,2.0
536,Super built-up  Area,1210.0,2.0,2,45.0,Baner,2.0
537,Super built-up  Area,1085.0,2.0,1,70.0,Baner,2.0
538,Built-up  Area,900.0,2.0,1,75.0,Baner,2.0
539,Super built-up  Area,1113.0,2.0,1,50.0,Baner,2.0
540,Super built-up  Area,1140.0,2.0,2,45.0,Baner,2.0
541,Super built-up  Area,1194.0,2.0,1,71.64,Baner,2.0
542,Built-up  Area,1100.0,2.0,2,57.0,Baner,2.0
543,Super built-up  Area,1210.0,2.0,3,75.0,Baner,2.0
544,Super built-up  Area,1155.0,2.0,1,51.0,Baner,2.0
545,Super built-up  Area,1345.0,2.0,2,106.0,Baner,2.0
546,Super built-up  Area,1240.0,2.0,2,80.0,Baner,2.0
547,Super built-up  Area,1200.0,2.0,2,80.0,Baner,2.0
548,Super built-up  Area,1231.0,2.0,2,50.0,Baner,2.0
549,Built-up  Area,1002.0,2.0,1,40.08,Baner,2.0
550,Super built-up  Area,1350.0,2.0,1,90.0,Baner,2.0
551,Super built-up  Area,985.0,2.0,2,57.0,Baner,2.0
552,Super built-up  Area,1255.0,2.0,2,55.5,Baner,2.0
553,Super built-up  Area,1010.0,2.0,1,38.0,Baner,2.0
554,Carpet  Area,900.0,2.0,2,38.0,Baner,2.0
555,Super built-up  Area,1160.0,2.0,1,40.53,Baner,2.0
556,Super built-up  Area,1061.0,2.0,1,38.0,Baner,2.0
557,Super built-up  Area,1301.0,2.0,1,120.0,Baner,2.0
558,Super built-up  Area,1140.0,2.0,2,46.0,Baner,2.0
559,Built-up  Area,1065.0,2.0,1,38.0,Baner,2.0
560,Super built-up  Area,900.0,2.0,1,40.0,Baner,2.0
561,Built-up  Area,1234.0,2.0,2,51.0,Baner,2.0
562,Super built-up  Area,900.0,2.0,1,38.0,Baner,2.0
563,Super built-up  Area,1330.0,2.0,1,93.65,Baner,2.0
564,Super built-up  Area,1154.0,2.0,2,47.0,Baner,2.0
565,Super built-up  Area,1035.0,2.0,1,39.33,Baner,2.0
566,Super built-up  Area,1247.0,2.0,1,58.56,Baner,2.0
567,Built-up  Area,1280.0,2.0,2,68.48,Baner,2.0
568,Super built-up  Area,1465.0,2.0,3,60.0,Baner,2.0
569,Built-up  Area,1200.0,2.0,1,70.0,Baner,2.0
570,Super built-up  Area,1150.0,2.0,1,38.08,Baner,2.0
571,Built-up  Area,1150.0,2.0,0,70.0,Baner,2.0
572,Super built-up  Area,1175.0,2.0,2,50.0,Baner,2.0
573,Super built-up  Area,1146.0,2.0,1,69.0,Baner,2.0
574,Plot  Area,2400.0,2.0,1,150.0,Baner,3.0
575,Super built-up  Area,1640.0,2.0,1,120.0,Baner,3.0
576,Plot  Area,900.0,2.0,1,90.0,Baner,3.0
577,Super built-up  Area,1490.0,2.0,2,98.0,Baner,3.0
578,Super built-up  Area,2319.0,3.0,2,180.0,Baner,3.0
579,Super built-up  Area,1525.0,3.0,2,96.0,Baner,3.0
580,Super built-up  Area,1850.0,3.0,1,110.0,Baner,3.0
581,Built-up  Area,1719.0,3.0,2,116.0,Baner,3.0
582,Plot  Area,2408.5,4.0,2,195.0,Baner,3.0
583,Super built-up  Area,1820.0,3.0,2,93.0,Baner,3.0
584,Super built-up  Area,1420.0,3.0,2,85.0,Baner,3.0
585,Plot  Area,900.0,4.0,3,155.0,Baner,3.0
586,Super built-up  Area,1559.0,3.0,2,120.0,Baner,3.0
587,Built-up  Area,1680.0,3.0,2,117.0,Baner,3.0
588,Built-up  Area,1350.0,3.0,0,71.0,Baner,3.0
589,Super built-up  Area,1755.0,3.0,3,101.0,Baner,3.0
590,Super built-up  Area,1645.0,3.0,2,117.0,Baner,3.0
591,Plot  Area,1200.0,3.0,1,190.0,Baner,3.0
592,Super built-up  Area,2400.0,3.0,1,135.0,Baner,3.0
593,Plot  Area,900.0,3.0,1,69.0,Baner,3.0
594,Super built-up  Area,2100.0,4.0,2,220.0,Baner,3.0
595,Super built-up  Area,1650.0,3.0,2,101.0,Baner,3.0
596,Built-up  Area,1695.0,3.0,2,125.0,Baner,3.0
597,Super built-up  Area,1720.0,2.0,2,126.0,Baner,3.0
598,Super built-up  Area,2061.0,4.0,2,175.0,Baner,3.0
599,Plot  Area,1200.0,2.0,3,220.0,Baner,3.0
600,Super built-up  Area,2100.0,3.0,1,135.0,Baner,3.0
601,Super built-up  Area,1748.0,3.0,1,103.0,Baner,3.0
602,Super built-up  Area,1168.0,2.0,1,68.0,Baner,3.0
603,Plot  Area,2000.0,2.0,2,220.0,Baner,3.0
604,Super built-up  Area,1260.0,2.0,1,82.0,Baner,3.0
605,Super built-up  Area,1806.0,2.0,2,116.0,Baner,3.0
606,Super built-up  Area,1837.0,2.0,2,95.0,Baner,3.0
607,Super built-up  Area,2265.0,3.0,3,159.0,Baner,3.0
608,Super built-up  Area,1900.0,2.0,1,170.0,Baner,4.0
609,Super built-up  Area,2408.5,4.0,3,220.0,Baner,4.0
610,Super built-up  Area,2408.5,5.0,1,220.0,Baner,4.0
611,Built-up  Area,2408.5,2.0,0,220.0,Baner,4.0
612,Plot  Area,1200.0,4.0,1,110.0,Baner,4.0
613,Plot  Area,2408.5,4.0,2,220.0,Baner,4.0
617,Plot  Area,2408.5,4.0,1,220.0,Baner,5.0
619,Built-up  Area,2408.5,2.0,1,104.0,Baner,7.0
620,Built-up  Area,2408.5,2.0,1,85.0,Baner,7.0
621,Built-up  Area,2408.5,2.0,1,93.0,Baner road,1.0
622,Super built-up  Area,900.0,1.0,1,38.0,Baner road,1.0
623,Super built-up  Area,900.0,1.0,1,38.0,Baner road,1.0
624,Super built-up  Area,900.0,1.0,1,38.0,Baner road,1.0
625,Super built-up  Area,910.0,1.0,1,42.0,Baner road,1.0
626,Plot  Area,900.0,2.0,0,50.0,Baner road,1.0
627,Super built-up  Area,900.0,1.0,1,38.0,Baner road,1.0
628,Built-up  Area,1500.0,1.0,1,220.0,Baner road,1.0
629,Super built-up  Area,900.0,1.0,1,86.8,Baner road,1.0
630,Super built-up  Area,1330.0,2.0,1,93.36,Baner road,2.0
631,Super built-up  Area,1140.0,2.0,1,76.0,Baner road,2.0
632,Built-up  Area,1325.0,1.0,1,92.0,Baner road,2.0
633,Super built-up  Area,1047.0,2.0,1,84.0,Baner road,2.0
634,Plot  Area,900.0,2.0,0,65.0,Baner road,2.0
635,Super built-up  Area,1300.0,2.0,1,120.0,Baner road,2.0
636,Super built-up  Area,1308.0,2.0,1,89.04,Baner road,2.0
637,Super built-up  Area,1245.0,2.0,1,83.05,Baner road,2.0
638,Super built-up  Area,2408.5,3.0,2,220.0,Baner road,3.0
639,Plot  Area,900.0,3.0,1,100.0,Baner road,3.0
640,Super built-up  Area,1900.0,2.0,1,170.0,Baner road,3.0
641,Super built-up  Area,2072.0,4.0,2,159.0,Baner road,3.0
642,Super built-up  Area,1282.0,3.0,2,178.0,Baner road,3.0
643,Plot  Area,1470.0,2.0,2,220.0,Baner road,3.0
644,Built-up  Area,1693.0,3.0,2,125.0,Baner road,3.0
645,Plot  Area,1313.0,4.0,1,150.0,Baner road,3.0
646,Super built-up  Area,2408.5,4.0,1,220.0,Baner road,3.0
647,Super built-up  Area,1756.0,3.0,2,220.0,Baner road,3.0
648,Plot  Area,900.0,3.0,2,95.0,Baner road,3.0
649,Plot  Area,1040.0,2.0,1,109.0,Baner road,3.0
650,Super built-up  Area,2408.5,4.0,1,220.0,Baner road,4.0
651,Plot  Area,2408.5,4.0,3,220.0,Baner road,4.0
652,Super built-up  Area,2408.5,4.0,3,208.0,Baner road,4.0
653,Plot  Area,1200.0,4.0,1,200.0,Baner road,4.0
654,Plot  Area,2400.0,4.0,1,220.0,Baner road,4.0
655,Built-up  Area,2408.5,5.0,2,220.0,Baner road,4.0
656,Super built-up  Area,2408.5,4.0,3,220.0,Baner road,4.0
657,Plot  Area,1200.0,4.0,2,220.0,Baner road,4.0
658,Built-up  Area,2408.5,4.0,2,220.0,Baner road,4.0
659,Plot  Area,1500.0,3.0,2,220.0,Baner road,4.0
660,Super built-up  Area,2408.5,3.0,3,220.0,Baner road,4.0
662,Plot  Area,2408.5,2.0,3,220.0,Baner road,6.0
664,Built-up  Area,2408.5,2.0,1,220.0,Baner road,7.0
665,Plot  Area,900.0,1.0,1,100.0,Bhandarkar Road,1.0
666,Super built-up  Area,900.0,1.0,1,38.0,Bhandarkar Road,1.0
667,Super built-up  Area,933.0,2.0,1,58.0,Bhandarkar Road,1.0
668,Super built-up  Area,900.0,1.0,1,38.0,Bhandarkar Road,1.0
669,Super built-up  Area,900.0,1.0,1,38.0,Bhandarkar Road,1.0
670,Super built-up  Area,900.0,1.0,1,38.0,Bhandarkar Road,1.0
671,Super built-up  Area,1285.0,2.0,2,82.0,Bhandarkar Road,2.0
672,Super built-up  Area,1198.0,2.0,1,77.0,Bhandarkar Road,2.0
673,Super built-up  Area,1101.0,2.0,2,65.5,Bhandarkar Road,2.0
674,Super built-up  Area,1215.0,2.0,2,110.0,Bhandarkar Road,2.0
675,Super built-up  Area,900.0,2.0,1,95.0,Bhandarkar Road,2.0
676,Super built-up  Area,1300.0,2.0,1,85.0,Bhandarkar Road,2.0
677,Super built-up  Area,1424.0,2.0,2,90.0,Bhandarkar Road,2.0
678,Super built-up  Area,1050.0,2.0,1,75.0,Bhandarkar Road,2.0
679,Super built-up  Area,1216.0,2.0,1,75.0,Bhandarkar Road,2.0
680,Super built-up  Area,1357.0,2.0,1,130.0,Bhandarkar Road,2.0
681,Plot  Area,900.0,1.0,0,70.0,Bhandarkar Road,2.0
682,Super built-up  Area,1547.0,2.0,2,103.0,Bhandarkar Road,2.0
683,Super built-up  Area,1015.0,2.0,1,60.0,Bhandarkar Road,2.0
684,Super built-up  Area,1360.0,2.0,1,101.0,Bhandarkar Road,2.0
685,Built-up  Area,1012.0,2.0,1,68.0,Bhandarkar Road,2.0
686,Super built-up  Area,1578.0,3.0,1,180.0,Bhandarkar Road,3.0
687,Super built-up  Area,1984.0,4.0,1,146.0,Bhandarkar Road,3.0
688,Plot  Area,900.0,3.0,1,62.0,Bhandarkar Road,3.0
689,Plot  Area,1705.0,2.0,1,220.0,Bhandarkar Road,3.0
690,Plot  Area,2408.5,3.0,0,220.0,Bhandarkar Road,3.0
691,Plot  Area,900.0,4.0,2,100.0,Bhandarkar Road,3.0
692,Built-up  Area,1840.0,4.0,1,175.0,Bhandarkar Road,3.0
693,Super built-up  Area,2408.5,3.0,3,220.0,Bhandarkar Road,3.0
694,Built-up  Area,2408.5,3.0,1,220.0,Bhandarkar Road,3.0
695,Super built-up  Area,2367.0,4.0,3,220.0,Bhandarkar Road,3.0
697,Super built-up  Area,2408.5,4.0,3,208.0,Bhandarkar Road,4.0
698,Plot  Area,1200.0,3.0,1,220.0,Bhandarkar Road,4.0
699,Super built-up  Area,2408.5,3.0,2,220.0,Bhandarkar Road,4.0
703,Built-up  Area,2408.5,2.0,1,150.0,Bhandarkar Road,6.0
704,Plot  Area,2400.0,5.0,2,220.0,Bhandarkar Road,6.0
705,Built-up  Area,2408.5,2.0,3,220.0,Bhandarkar Road,6.0
706,Built-up  Area,2408.5,2.0,1,220.0,Bhandarkar Road,7.0
707,Super built-up  Area,900.0,1.0,1,38.0,Bhavani Peth,1.0
708,Super built-up  Area,900.0,1.0,1,38.0,Bhavani Peth,1.0
709,Super built-up  Area,900.0,1.0,1,38.0,Bhavani Peth,1.0
710,Super built-up  Area,900.0,1.0,0,38.0,Bhavani Peth,1.0
711,Plot  Area,1350.0,1.0,1,145.0,Bhavani Peth,1.0
712,Super built-up  Area,900.0,1.0,1,59.0,Bhavani Peth,1.0
713,Super built-up  Area,1694.0,2.0,2,150.0,Bhavani Peth,2.0
714,Super built-up  Area,1170.0,2.0,1,71.0,Bhavani Peth,2.0
715,Super built-up  Area,900.0,2.0,0,38.0,Bhavani Peth,2.0
716,Super built-up  Area,1304.0,2.0,3,100.0,Bhavani Peth,2.0
717,Super built-up  Area,1125.0,2.0,2,70.0,Bhavani Peth,2.0
718,Super built-up  Area,1314.0,2.0,2,78.0,Bhavani Peth,2.0
719,Super built-up  Area,1108.0,2.0,1,67.15,Bhavani Peth,2.0
720,Built-up  Area,948.0,2.0,1,75.0,Bhavani Peth,2.0
721,Super built-up  Area,1000.0,2.0,1,60.0,Bhavani Peth,2.0
722,Super built-up  Area,1517.0,2.0,2,125.0,Bhavani Peth,2.0
723,Super built-up  Area,1299.0,2.0,1,105.0,Bhavani Peth,2.0
724,Plot  Area,900.0,2.0,0,56.0,Bhavani Peth,2.0
725,Built-up  Area,1250.0,2.0,3,75.0,Bhavani Peth,2.0
726,Super built-up  Area,1100.0,2.0,2,85.0,Bhavani Peth,2.0
727,Super built-up  Area,912.0,2.0,1,70.0,Bhavani Peth,3.0
728,Super built-up  Area,1700.0,3.0,3,135.0,Bhavani Peth,3.0
729,Super built-up  Area,2350.0,4.0,3,220.0,Bhavani Peth,3.0
730,Plot  Area,2408.5,2.0,1,220.0,Bhavani Peth,3.0
731,Plot  Area,2200.0,4.0,2,160.0,Bhavani Peth,3.0
732,Plot  Area,1800.0,2.0,3,185.0,Bhavani Peth,3.0
733,Super built-up  Area,2408.5,3.0,2,220.0,Bhavani Peth,3.0
734,Super built-up  Area,2250.0,3.0,1,200.0,Bhavani Peth,3.0
735,Super built-up  Area,2408.5,3.0,2,220.0,Bhavani Peth,3.0
736,Super built-up  Area,2408.5,4.0,1,200.0,Bhavani Peth,3.0
737,Super built-up  Area,1770.0,3.0,2,180.0,Bhavani Peth,3.0
738,Plot  Area,1320.0,2.0,1,95.0,Bhavani Peth,3.0
739,Plot  Area,1200.0,3.0,1,105.0,Bhavani Peth,3.0
740,Plot  Area,1200.0,2.0,1,135.0,Bhavani Peth,3.0
741,Super built-up  Area,1950.2,3.0,2,193.0,Bhavani Peth,3.0
742,Plot  Area,2400.0,4.0,2,220.0,Bhavani Peth,4.0
743,Built-up  Area,2408.5,4.0,2,220.0,Bhavani Peth,4.0
744,Plot  Area,2408.5,5.0,3,220.0,Bhavani Peth,4.0
745,Built-up  Area,2408.5,4.0,2,220.0,Bhavani Peth,4.0
746,Plot  Area,1200.0,4.0,1,150.0,Bhavani Peth,4.0
747,Super built-up  Area,1200.0,4.0,1,220.0,Bhavani Peth,4.0
748,Super built-up  Area,2383.0,5.0,1,215.0,Bhavani Peth,4.0
749,Built-up  Area,1600.0,3.0,0,140.0,Bhavani Peth,4.0
750,Super built-up  Area,2408.5,5.0,1,220.0,Bhavani Peth,4.0
751,Plot  Area,1800.0,3.0,2,220.0,Bhavani Peth,4.0
752,Plot  Area,2408.5,5.0,1,220.0,Bhavani Peth,4.0
756,Plot  Area,1800.0,4.0,1,220.0,Bhavani Peth,6.0
758,Built-up  Area,2400.0,2.0,0,130.0,Bhavani Peth,6.0
759,Built-up  Area,2408.5,2.0,2,175.0,Bhavani Peth,6.0
760,Built-up  Area,2408.5,2.0,2,150.0,Bhavani Peth,6.0
761,Built-up  Area,900.0,1.0,1,38.0,Bibvewadi,1.0
762,Super built-up  Area,900.0,1.0,1,38.0,Bibvewadi,1.0
763,Built-up  Area,900.0,1.0,1,125.0,Bibvewadi,1.0
764,Super built-up  Area,900.0,1.0,2,38.0,Bibvewadi,1.0
765,Built-up  Area,1225.0,2.0,2,47.6,Bibvewadi,2.0
766,Built-up  Area,1460.0,2.0,1,58.0,Bibvewadi,2.0
767,Super built-up  Area,1020.0,2.0,1,40.0,Bibvewadi,2.0
768,Super built-up  Area,1019.0,2.0,2,49.85,Bibvewadi,2.0
769,Super built-up  Area,1300.0,2.0,1,50.0,Bibvewadi,2.0
770,Super built-up  Area,1380.0,2.0,1,80.0,Bibvewadi,2.0
771,Super built-up  Area,1552.0,2.0,1,51.0,Bibvewadi,2.0
772,Super built-up  Area,1156.0,2.0,2,38.0,Bibvewadi,2.0
773,Plot  Area,1090.0,2.0,0,58.0,Bibvewadi,2.0
774,Super built-up  Area,987.0,2.0,1,49.0,Bibvewadi,2.0
775,Super built-up  Area,900.0,2.0,3,38.0,Bibvewadi,2.0
776,Super built-up  Area,1045.0,2.0,2,76.77,Bibvewadi,2.0
777,Super built-up  Area,1050.0,2.0,1,38.0,Bibvewadi,2.0
778,Super built-up  Area,1155.0,2.0,2,40.6,Bibvewadi,2.0
779,Super built-up  Area,1270.0,2.0,1,69.85,Bibvewadi,2.0
780,Super built-up  Area,1083.0,2.0,1,38.0,Bibvewadi,2.0
781,Super built-up  Area,1169.0,2.0,1,64.0,Bibvewadi,2.0
782,Built-up  Area,1367.0,2.0,2,62.0,Bibvewadi,2.0
783,Super built-up  Area,1290.0,2.0,3,40.63,Bibvewadi,2.0
784,Carpet  Area,1103.0,2.0,1,55.0,Bibvewadi,2.0
785,Super built-up  Area,1155.0,2.0,1,55.5,Bibvewadi,2.0
786,Super built-up  Area,1120.0,2.0,3,53.0,Bibvewadi,2.0
787,Super built-up  Area,970.0,2.0,1,55.0,Bibvewadi,2.0
788,Super built-up  Area,1000.0,2.0,1,38.5,Bibvewadi,2.0
789,Super built-up  Area,909.0,2.0,1,40.9,Bibvewadi,2.0
790,Super built-up  Area,1120.0,2.0,2,44.24,Bibvewadi,2.0
791,Super built-up  Area,1155.0,2.0,1,40.6,Bibvewadi,2.0
792,Super built-up  Area,1175.0,2.0,1,47.0,Bibvewadi,2.0
793,Super built-up  Area,1250.0,2.0,2,60.0,Bibvewadi,2.0
794,Built-up  Area,1250.0,2.0,2,65.0,Bibvewadi,2.0
795,Super built-up  Area,1500.0,2.0,1,50.0,Bibvewadi,2.0
796,Super built-up  Area,1133.0,2.0,2,40.0,Bibvewadi,2.0
797,Built-up  Area,1110.0,2.0,2,110.0,Bibvewadi,2.0
798,Super built-up  Area,960.0,2.0,1,55.0,Bibvewadi,2.0
799,Super built-up  Area,1464.0,2.0,2,56.0,Bibvewadi,2.0
800,Super built-up  Area,1108.0,2.0,1,63.0,Bibvewadi,2.0
801,Super built-up  Area,975.0,2.0,1,50.0,Bibvewadi,2.0
802,Super built-up  Area,1295.0,2.0,1,55.47,Bibvewadi,2.0
803,Super built-up  Area,966.0,2.0,2,50.0,Bibvewadi,2.0
804,Super built-up  Area,945.0,2.0,1,45.0,Bibvewadi,2.0
805,Super built-up  Area,1698.0,2.0,1,105.0,Bibvewadi,2.0
806,Super built-up  Area,1333.0,2.0,1,86.65,Bibvewadi,2.0
807,Super built-up  Area,1184.0,2.0,1,78.0,Bibvewadi,2.0
